category,user_input,response,priority,is_active
thanks,thank you for the information,It's what changAI is here for! ERPGulf is glad to assist.,92,1
thanks,that helped thanks,Glad I could assist! changAI from ERPGulf is here for you.,99,1
thanks,thx changai,You are very welcome! ERPGulf is happy to help.,83,1
thanks,thx,Glad I could assist! changAI from ERPGulf is here for you.,94,1
thanks,thanks!,It was my pleasure! ERPGulf's changAI is always here.,90,1
thanks,thank u,You're welcome! changAI loves helping ERPGulf users.,91,1
thanks,that's exactly what i needed thanks,You're most welcome! changAI from ERPGulf is always available.,95,1
thanks,got it thanks,You're most welcome! changAI from ERPGulf is always available.,82,1
thanks,erpgulf thanks,Glad I could assist! changAI from ERPGulf is here for you.,96,1
thanks,thanks a million,You're most welcome! changAI from ERPGulf is always available.,78,1
thanks,okay thanks,Glad that helped! changAI is always at your disposal.,92,1
thanks,thanks mate,Happy to help! changAI is always at your service.,79,1
thanks,big thanks,Happy to help! changAI is always at your service.,88,1
thanks,best assistant ever,Thank you! changAI from ERPGulf appreciates your kind words.,79,1
thanks,perfect thank you,Thank you! changAI from ERPGulf appreciates your kind words.,99,1
thanks,thank you erpgulf,It's what changAI is here for! ERPGulf is glad to assist.,93,1
thanks,thanks erpgulf,Of course! ERPGulf's changAI is always happy to assist.,95,1
thanks,thank you!,My pleasure! Don't hesitate to reach out to changAI again.,80,1
thanks,thanks very much,Glad that helped! changAI is always at your disposal.,94,1
thanks,thanks,Anytime! changAI and ERPGulf are here whenever you need.,83,1
thanks,thank you changai!,You're welcome! Feel free to ask changAI anything anytime.,80,1
thanks,cheers!,You're welcome! Feel free to ask changAI anything anytime.,83,1
thanks,i appreciate your assistance,Thank YOU for using changAI! ERPGulf values your trust.,95,1
thanks,thank you changai,Happy to be of service! changAI by ERPGulf is always ready.,90,1
thanks,thanks changai!,You are very welcome! ERPGulf is happy to help.,89,1
thanks,really appreciate it,Anytime! changAI and ERPGulf are here whenever you need.,84,1
thanks,that's all i needed thanks,Glad that helped! changAI is always at your disposal.,88,1
thanks,changai thanks,My pleasure! Don't hesitate to reach out to changAI again.,87,1
thanks,understood thanks,No problem at all! changAI is always ready to help.,97,1
thanks,thx!,You're welcome! Feel free to ask changAI anything anytime.,93,1
thanks,that was helpful thanks,Happy to be of service! changAI by ERPGulf is always ready.,98,1
thanks,thank you,Thank you for reaching out! changAI is always here.,81,1
thanks,thank you for your help,My pleasure! Don't hesitate to reach out to changAI again.,92,1
thanks,a million thanks,Anytime! changAI and ERPGulf are here whenever you need.,98,1
thanks,massive thanks,Thank you! changAI from ERPGulf appreciates your kind words.,97,1
thanks,thanks so much,Anytime! changAI and ERPGulf are here whenever you need.,79,1
thanks,truly appreciate it,Glad that helped! changAI is always at your disposal.,90,1
thanks,extremely helpful thanks,It was my pleasure! ERPGulf's changAI is always here.,90,1
thanks,thanks for explaining,You're most welcome! changAI from ERPGulf is always available.,95,1
thanks,thanks for helping,It's what changAI is here for! ERPGulf is glad to assist.,78,1
thanks,thank you for clarifying,You're welcome! Feel free to ask changAI anything anytime.,89,1
thanks,you're the best,You're welcome! Feel free to ask changAI anything anytime.,94,1
thanks,excellent thank you,Delighted to help! changAI from ERPGulf is at your service.,93,1
thanks,thx erpgulf,You're welcome! changAI loves helping ERPGulf users.,87,1
thanks,appreciate it,No problem at all! changAI is always ready to help.,88,1
thanks,thanks for clarifying,You're welcome! Feel free to ask changAI anything anytime.,80,1
thanks,erpgulf thank you,It was my pleasure! ERPGulf's changAI is always here.,83,1
thanks,wonderful thank you,Happy to be of service! changAI by ERPGulf is always ready.,95,1
thanks,thank u!,Thank you for reaching out! changAI is always here.,98,1
thanks,i really appreciate your help,You are very welcome! ERPGulf is happy to help.,84,1
thanks,fantastic work,No problem at all! changAI is always ready to help.,99,1
thanks,thank you so much,Thank YOU for using changAI! ERPGulf values your trust.,81,1
thanks,awesome thank you,No problem at all! changAI is always ready to help.,95,1
thanks,ty,Thank YOU for using changAI! ERPGulf values your trust.,98,1
thanks,nice work,You are very welcome! ERPGulf is happy to help.,99,1
thanks,i appreciate it,Happy to help! changAI is always at your service.,78,1
thanks,thanks changai,Delighted to help! changAI from ERPGulf is at your service.,100,1
thanks,ok thanks,Glad that helped! changAI is always at your disposal.,79,1
thanks,well done,You are very welcome! ERPGulf is happy to help.,80,1
thanks,thanks alot,You're welcome! changAI loves helping ERPGulf users.,83,1
thanks,great thank you,You're most welcome! changAI from ERPGulf is always available.,95,1
thanks,thank you for helping,You are very welcome! ERPGulf is happy to help.,96,1
thanks,very useful thanks,Anytime! changAI and ERPGulf are here whenever you need.,86,1
thanks,thank you for explaining,Thank YOU for using changAI! ERPGulf values your trust.,90,1
thanks,changai thank you,Delighted to help! changAI from ERPGulf is at your service.,98,1
thanks,thank you very much,Absolutely! changAI is always here for ERPGulf users.,91,1
thanks,huge thanks,Glad that helped! changAI is always at your disposal.,78,1
thanks,much appreciated,Absolutely! changAI is always here for ERPGulf users.,99,1
thanks,thank you a million,It was my pleasure! ERPGulf's changAI is always here.,95,1
thanks,many thanks,Thank you for reaching out! changAI is always here.,98,1
thanks,great job,Thank you! changAI from ERPGulf appreciates your kind words.,80,1
thanks,thanks that helped,Of course! ERPGulf's changAI is always happy to assist.,79,1
thanks,will do thanks,You are very welcome! ERPGulf is happy to help.,89,1
thanks,that was useful thanks,You're welcome! Feel free to ask changAI anything anytime.,81,1
thanks,brilliant thank you,It's what changAI is here for! ERPGulf is glad to assist.,99,1
thanks,very helpful thanks,It's what changAI is here for! ERPGulf is glad to assist.,97,1
thanks,thanks for the assistance,You are very welcome! ERPGulf is happy to help.,87,1
thanks,thanks erpgulf!,Delighted to help! changAI from ERPGulf is at your service.,90,1
thanks,you are the best,Absolutely! changAI is always here for ERPGulf users.,99,1
thanks,noted thanks,Any time! changAI is here 24/7 for all ERPGulf needs.,83,1
thanks,so helpful thank you?,Happy to help! changAI is always at your service.,90,1
thanks,great work!,Happy to help! changAI is always at your service.,87,1
thanks,alright thanks.,Thank you for reaching out! changAI is always here.,95,1
thanks,super helpful thanks,It was my pleasure! ERPGulf's changAI is always here.,79,1
thanks,ty!,Of course! ERPGulf's changAI is always happy to assist.,97,1
thanks,thank you for the assistance,Happy to be of service! changAI by ERPGulf is always ready.,95,1
thanks,Ta,It's what changAI is here for! ERPGulf is glad to assist.,84,1
thanks,deeply appreciate it.,No problem at all! changAI is always ready to help.,91,1
thanks,thanks for your help,Glad I could assist! changAI from ERPGulf is here for you.,83,1
thanks,thanks for the info?,Thank you! changAI from ERPGulf appreciates your kind words.,86,1
thanks,outstanding work?,It was my pleasure! ERPGulf's changAI is always here.,83,1
thanks,cheers,Happy to be of service! changAI by ERPGulf is always ready.,92,1
thanks,Thanks a bunch,It's what changAI is here for! ERPGulf is glad to assist.,99,1
thanks,Good job,You're most welcome! changAI from ERPGulf is always available.,81,1
thanks,thank you erpgulf!?,Of course! ERPGulf's changAI is always happy to assist.,93,1
thanks,greatly appreciated.,My pleasure! Don't hesitate to reach out to changAI again.,82,1
thanks,thanks a lot?,It was my pleasure! ERPGulf's changAI is always here.,87,1
thanks,Thank you for the information,No problem at all! changAI is always ready to help.,88,1
thanks,that helped thanks,Delighted to help! changAI from ERPGulf is at your service.,88,1
thanks,thx changai!,Of course! ERPGulf's changAI is always happy to assist.,82,1
thanks,thx.,Glad that helped! changAI is always at your disposal.,91,1
thanks,THANKS!,Thank you for reaching out! changAI is always here.,88,1
thanks,thank u?,Anytime! changAI and ERPGulf are here whenever you need.,100,1
thanks,that's exactly what i needed thanks,You're most welcome! changAI from ERPGulf is always available.,89,1
thanks,got it thanks,Glad that helped! changAI is always at your disposal.,93,1
thanks,erpgulf thanks,Delighted to help! changAI from ERPGulf is at your service.,89,1
thanks,thanks a million!,Any time! changAI is here 24/7 for all ERPGulf needs.,95,1
thanks,Okay thanks,Glad I could assist! changAI from ERPGulf is here for you.,98,1
thanks,Thanks mate,You're most welcome! changAI from ERPGulf is always available.,82,1
thanks,big thanks?,You're most welcome! changAI from ERPGulf is always available.,98,1
thanks,Best assistant ever,You are very welcome! ERPGulf is happy to help.,78,1
thanks,perfect thank you,Of course! ERPGulf's changAI is always happy to assist.,96,1
thanks,thank you erpgulf,Of course! ERPGulf's changAI is always happy to assist.,84,1
thanks,thanks erpgulf,Happy to be of service! changAI by ERPGulf is always ready.,86,1
thanks,thank you!,Happy to help! changAI is always at your service.,89,1
thanks,thanks very much,Anytime! changAI and ERPGulf are here whenever you need.,96,1
thanks,thanks!,Happy to help! changAI is always at your service.,92,1
thanks,Thank you changai!,Absolutely! changAI is always here for ERPGulf users.,89,1
thanks,cheers!,Anytime! changAI and ERPGulf are here whenever you need.,97,1
thanks,i appreciate your assistance,You're welcome! Feel free to ask changAI anything anytime.,82,1
thanks,thank you changAI,Glad I could assist! changAI from ERPGulf is here for you.,83,1
thanks,thanks changai!,Any time! changAI is here 24/7 for all ERPGulf needs.,89,1
thanks,really appreciate it,Anytime! changAI and ERPGulf are here whenever you need.,93,1
thanks,that's all i needed thanks?,You are very welcome! ERPGulf is happy to help.,86,1
thanks,changai thanks.,Anytime! changAI and ERPGulf are here whenever you need.,79,1
thanks,understood thanks?,You're welcome! Feel free to ask changAI anything anytime.,89,1
thanks,thx!,Any time! changAI is here 24/7 for all ERPGulf needs.,92,1
thanks,that was helpful thanks,You're welcome! changAI loves helping ERPGulf users.,98,1
thanks,thank you.,It was my pleasure! ERPGulf's changAI is always here.,100,1
thanks,thank you for your help!,You're most welcome! changAI from ERPGulf is always available.,96,1
thanks,a million thanks,Absolutely! changAI is always here for ERPGulf users.,98,1
thanks,massive thanks,My pleasure! Don't hesitate to reach out to changAI again.,96,1
thanks,Thanks so much,You're welcome! Feel free to ask changAI anything anytime.,86,1
thanks,truly appreciate it,Anytime! changAI and ERPGulf are here whenever you need.,94,1
thanks,extremely helpful thanks,My pleasure! Don't hesitate to reach out to changAI again.,89,1
thanks,thanks for explaining,Any time! changAI is here 24/7 for all ERPGulf needs.,97,1
thanks,thanks for helping,You're welcome! Feel free to ask changAI anything anytime.,82,1
thanks,thank you for clarifying,Glad I could assist! changAI from ERPGulf is here for you.,85,1
thanks,You're the best,You're welcome! Feel free to ask changAI anything anytime.,98,1
thanks,excellent thank you!,No problem at all! changAI is always ready to help.,82,1
thanks,thx erpgulf,Glad I could assist! changAI from ERPGulf is here for you.,89,1
thanks,Appreciate it,Anytime! changAI and ERPGulf are here whenever you need.,91,1
thanks,thanks for clarifying.,It was my pleasure! ERPGulf's changAI is always here.,93,1
thanks,erpgulf thank you,Any time! changAI is here 24/7 for all ERPGulf needs.,84,1
thanks,wonderful thank you,Thank YOU for using changAI! ERPGulf values your trust.,78,1
thanks,thank u!?,You're welcome! changAI loves helping ERPGulf users.,82,1
thanks,i really appreciate your help,Happy to help! changAI is always at your service.,98,1
thanks,fantastic work,Of course! ERPGulf's changAI is always happy to assist.,82,1
thanks,thank you so much,Glad I could assist! changAI from ERPGulf is here for you.,86,1
thanks,awesome thank you,You're welcome! Feel free to ask changAI anything anytime.,90,1
thanks,ty,It's what changAI is here for! ERPGulf is glad to assist.,80,1
thanks,nice work?,Delighted to help! changAI from ERPGulf is at your service.,97,1
thanks,i appreciate it,Any time! changAI is here 24/7 for all ERPGulf needs.,83,1
